"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Investment in building construction, 2017 to 2025, inactive","34100286",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3410028601",1;2;3;4,"ARCHIVED -  a cube publicly available but no longer being updated","Monthly","2017-01-01","2025-03-01","4",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Type of structure",,""
"3","Type of work",,""
"4","Investment Value",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Regina, Saskatchewan","[705]","50","49","",,
"1","Saskatoon, Saskatchewan","[725]","51","49","",,
"1","Red Deer, Alberta","[830]","63","52","",4,
"1","Calgary, Alberta","[825]","53","52","",,
"1","Edmonton, Alberta","[835]","54","52","",,
"1","Lethbridge, Alberta","[810]","55","52","",,
"1","Nanaimo, British Columbia","[938]","64","56","",4,
"1","Kamloops, British Columbia","[925]","65","56","",4,
"1","Chilliwack, British Columbia","[930]","66","56","",4,
"1","Abbotsford-Mission, British Columbia","[932]","57","56","",,
"1","Kelowna, British Columbia","[915]","58","56","",,
"1","Vancouver, British Columbia","[933]","59","56","",,
"1","Victoria, British Columbia","[935]","60","56","",,
"1","Canada","[11124]","1","","",,
"1","Canada - total Census metropolitan area","","15","","",,
"2","Total residential","","2","1","",,
"2","Total non-residential","","13","1","",,
"2","Single dwelling building total","","3","2","",,
"2","Multiple dwelling building total","","8","2","",,
"2","Single","","4","3","",,
"2","Mobile home","","5","3","",,
"2","Cottage","","6","3","",,
"2","Minor, Single","","7","3","",,
"2","Double","","9","8","",,
"2","Row","","10","8","",,
"2","Apartment","","11","8","",,
"2","Minor, Multiple","","12","8","",,
"2","Total industrial","","14","13","",,
"2","Total commercial","","19","13","",,
"2","Total institutional and governmental","","28","13","",,
"2","Factories, plants","","15","14","",,
"2","Transportation, utilities","","16","14","",,
"2","Mining and agriculture","","17","14","",,
"2","Minor, industrial","","18","14","",,
"2","Trade and services","","20","19","",,
"2","Warehouses","","21","19","",,
"2","Service stations","","22","19","",,
"2","Office buildings","","23","19","",,
"2","Recreation","","24","19","",,
"2","Hotels, restaurants","","25","19","",,
"2","Laboratories","","26","19","",,
"2","Minor, commercial","","27","19","",,
"2","Schools, education","","29","28","",,
"2","Medical, hospital","","30","28","",,
"2","Welfare, home","","31","28","",,
"2","Churches, religion","","32","28","",,
"2","Government buildings","","33","28","",,
"2","Minor, institutional and government","","34","28","",,
"2","Total residential and non-residential","","1","","",,
"3","New construction","","2","1","",,
"3","Renovations total","","3","1","",,
"3","Conversions total","","4","1","",,
"3","Other types of work","","5","1","",,
"3","Types of work, total","","1","","",,
"4","Unadjusted - current","","1","","",,
"4","Unadjusted - constant","","2","","",,
"4","Seasonally adjusted - current","","3","","",,
"4","Seasonally adjusted - constant","","4","","",,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"5014","Investment in Building Construction"

"Subject Code","Subject Name"
"34","Construction"

"Note ID",Note
1,"For historical data see table 34-10-0175-01."
2,"Subtotals and totals may not exactly equal the sum of component parts due to system rounding."
3,"Monthly estimates for constant dollars are calculated using quarterly deflators from the Building Construction Price Index (18-10-0276-01). The monthly indexes used for the deflation process were part of a methodology review to increase the quality of the constant dollar and seasonally adjusted series. They previously displayed a step pattern due to lower frequency collection."
4,"Data for the census metropolitan areas (CMA) of Fredericton, Drummondville, Red Deer, Nanaimo, Kamloops and Chilliwack for the period of 2017 to 2020 is for reference only. These six CMAs were officially created only in 2021. Estimates for the period of 2017 to 2020 are obtained by rolling-up data from current Census Sub-Divisions (CSD) underneath each of them."

"Correction ID","Correction Date","Correction Note"
