"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Population estimates, July 1, by census metropolitan area and census agglomeration, 2021 boundaries","17100148",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710014801",1;2;3;4;5;7;8,"CURRENT - a cube available to the public and that is current","Annual","2001-01-01","2025-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Gender",,""
"3","Age group",6,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Brooks (CA), Alberta","[806]","131","47","",,
"1","Okotoks (CA), Alberta","[820]","132","47","",,
"1","High River (CA), Alberta","[821]","133","47","",,
"1","Strathmore (CA), Alberta","[826]","134","47","",,
"1","Canmore (CA), Alberta","[828]","135","47","",,
"1","Sylvan Lake (CA), Alberta","[831]","136","47","",,
"1","Lacombe (CA), Alberta","[832]","137","47","",,
"1","Camrose (CA), Alberta","[833]","138","47","",,
"1","Grande Prairie (CA), Alberta","[850]","139","47","",,
"1","Wood Buffalo (CA), Alberta","[860]","140","47","",,
"1","Wetaskiwin (CA), Alberta","[865]","141","47","",,
"1","Cranbrook (CA), British Columbia","[905]","142","47","",,
"1","Nelson (CA), British Columbia","[907]","143","47","",,
"1","Trail (CA), British Columbia","[910]","144","47","",,
"1","Penticton (CA), British Columbia","[913]","145","47","",,
"1","Vernon (CA), British Columbia","[918]","146","47","",,
"1","Campbellton (CA), New Brunswick part, New Brunswick","[13330]","61","60","",,
"1","Campbellton (CA), Quebec part, Quebec","[24330]","62","60","",,
"1","Hawkesbury (CA), Ontario part, Ontario","[35502]","87","86","",,
"1","Hawkesbury (CA), Quebec part, Quebec","[24502]","88","86","",,
"1","Lloydminster (CA), Alberta part, Alberta","[48840]","128","127","",,
"1","Lloydminster (CA), Saskatchewan part, Saskatchewan","[47840]","129","127","",,
"1","Area outside census metropolitan areas and census agglomerations, Newfoundland and Labrador","","166","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Prince Edward Island","","167","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Nova Scotia","","168","165","",,
"1","Area outside census metropolitan areas and census agglomerations, New Brunswick","","169","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Quebec","","170","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Ontario","","171","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Manitoba","","172","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","173","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Alberta","","174","165","",,
"1","Area outside census metropolitan areas and census agglomerations, British Columbia","","175","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Yukon","","176","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","177","165","",,
"1","Area outside census metropolitan areas and census agglomerations, Nunavut","","178","165","",,
"1","All census metropolitan areas, Newfoundland and Labrador","","180","179","",,
"1","All census agglomerations, Newfoundland and Labrador","","181","179","",,
"1","All census agglomerations, Prince Edward Island","","183","182","",,
"1","All census metropolitan areas, Nova Scotia","","185","184","",,
"1","All census agglomerations, Nova Scotia","","186","184","",,
"1","All census metropolitan areas, New Brunswick","","188","187","",,
"1","All census agglomerations, New Brunswick","","189","187","",,
"1","All census metropolitan areas, Quebec","","191","190","",,
"1","All census agglomerations, Quebec","","192","190","",,
"1","All census metropolitan areas, Ontario","","194","193","",,
"1","All census agglomerations, Ontario","","195","193","",,
"1","All census metropolitan areas, Manitoba","","197","196","",,
"1","All census agglomerations, Manitoba","","198","196","",,
"1","All census metropolitan areas, Saskatchewan","","200","199","",,
"1","All census agglomerations, Saskatchewan","","201","199","",,
"1","All census metropolitan areas, Alberta","","203","202","",,
"1","All census agglomerations, Alberta","","204","202","",,
"1","All census metropolitan areas, British Columbia","","206","205","",,
"1","All census agglomerations, British Columbia","","207","205","",,
"1","All census agglomerations, Yukon","","209","208","",,
"1","All census agglomerations, Northwest Territories","","211","210","",,
"1","All census metropolitan areas and census agglomerations, Newfoundland and Labrador","","179","","",,
"1","All census metropolitan areas and census agglomerations, Prince Edward Island","","182","","",,
"1","All census metropolitan areas and census agglomerations, Nova Scotia","","184","","",,
"1","All census metropolitan areas and census agglomerations, New Brunswick","","187","","",,
"1","All census metropolitan areas and census agglomerations, Quebec","","190","","",,
"1","All census metropolitan areas and census agglomerations, Ontario","","193","","",,
"1","All census metropolitan areas and census agglomerations, Manitoba","","196","","",,
"1","All census metropolitan areas and census agglomerations, Saskatchewan","","199","","",,
"1","All census metropolitan areas and census agglomerations, Alberta","","202","","",,
"1","All census metropolitan areas and census agglomerations, British Columbia","","205","","",,
"1","All census metropolitan areas and census agglomerations, Yukon","","208","","",,
"1","All census metropolitan areas and census agglomerations, Northwest Territories","","210","","",,
"1","Canada","[1124]","1","","",,
"2","Men+","","2","1","",,
"2","Women+","","3","1","",,
"2","Total - gender","","1","","",,
"3","5 to 9 years","","8","1","",,
"3","10 to 14 years","","14","1","",,
"3","15 to 19 years","","20","1","",,
"3","20 to 24 years","","26","1","",,
"3","25 to 29 years","","32","1","",,
"3","30 to 34 years","","38","1","",,
"3","35 to 39 years","","44","1","",,
"3","40 to 44 years","","50","1","",,
"3","45 to 49 years","","56","1","",,
"3","50 to 54 years","","62","1","",,
"3","55 to 59 years","","68","1","",,
"3","60 to 64 years","","74","1","",,
"3","65 to 69 years","","80","1","",,
"3","70 to 74 years","","86","1","",,
"3","75 to 79 years","","92","1","",,
"3","80 to 84 years","","98","1","",,
"3","85 to 89 years","","104","1","",,
"3","0 to 4 years","","2","1","",,
"3","90 years and older","","110","1","",,
"3","1 year","","4","2","",,
"3","2 years","","5","2","",,
"3","3 years","","6","2","",,
"3","4 years","","7","2","",,
"3","0 years","","3","2","",,
"3","5 years","","9","8","",,
"3","6 years","","10","8","",,
"3","7 years","","11","8","",,
"3","8 years","","12","8","",,
"3","9 years","","13","8","",,
"3","10 years","","15","14","",,
"3","11 years","","16","14","",,
"3","12 years","","17","14","",,
"3","13 years","","18","14","",,
"3","14 years","","19","14","",,
"3","15 years","","21","20","",,
"3","16 years","","22","20","",,
"3","17 years","","23","20","",,
"3","18 years","","24","20","",,
"3","19 years","","25","20","",,
"3","20 years","","27","26","",,
"3","21 years","","28","26","",,
"3","22 years","","29","26","",,
"3","23 years","","30","26","",,
"3","24 years","","31","26","",,
"3","25 years","","33","32","",,
"3","26 years","","34","32","",,
"3","27 years","","35","32","",,
"3","28 years","","36","32","",,
"3","29 years","","37","32","",,
"3","30 years","","39","38","",,
"3","31 years","","40","38","",,
"3","32 years","","41","38","",,
"3","33 years","","42","38","",,
"3","34 years","","43","38","",,
"3","35 years","","45","44","",,
"3","36 years","","46","44","",,
"3","37 years","","47","44","",,
"3","38 years","","48","44","",,
"3","39 years","","49","44","",,
"3","40 years","","51","50","",,
"3","41 years","","52","50","",,
"3","42 years","","53","50","",,
"3","43 years","","54","50","",,
"3","44 years","","55","50","",,
"3","45 years","","57","56","",,
"3","46 years","","58","56","",,
"3","47 years","","59","56","",,
"3","48 years","","60","56","",,
"3","49 years","","61","56","",,
"3","50 years","","63","62","",,
"3","51 years","","64","62","",,
"3","52 years","","65","62","",,
"3","53 years","","66","62","",,
"3","54 years","","67","62","",,
"3","55 years","","69","68","",,
"3","56 years","","70","68","",,
"3","57 years","","71","68","",,
"3","58 years","","72","68","",,
"3","59 years","","73","68","",,
"3","60 years","","75","74","",,
"3","61 years","","76","74","",,
"3","62 years","","77","74","",,
"3","63 years","","78","74","",,
"3","64 years","","79","74","",,
"3","65 years","","81","80","",,
"3","66 years","","82","80","",,
"3","67 years","","83","80","",,
"3","68 years","","84","80","",,
"3","69 years","","85","80","",,
"3","70 years","","87","86","",,
"3","71 years","","88","86","",,
"3","72 years","","89","86","",,
"3","73 years","","90","86","",,
"3","74 years","","91","86","",,
"3","75 years","","93","92","",,
"3","76 years","","94","92","",,
"3","77 years","","95","92","",,
"3","78 years","","96","92","",,
"3","79 years","","97","92","",,
"3","80 years","","99","98","",,
"3","81 years","","100","98","",,
"3","82 years","","101","98","",,
"3","83 years","","102","98","",,
"3","84 years","","103","98","",,
"3","85 years","","105","104","",,
"3","86 years","","106","104","",,
"3","87 years","","107","104","",,
"3","88 years","","108","104","",,
"3","89 years","","109","104","",,
"3","All ages","","1","","",,
"3","0 to 14 years","","111","","",,
"3","15 to 64 years","","112","","",,
"3","65 years and older","","113","","",,
"3","Median age","","114","","",,
"3","Average age","","115","","",,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"3608","Annual Demographic Estimates : Subprovincial Areas"

"Subject Code","Subject Name"
"17","Population and demography"

"Note ID",Note
1,"Population estimates based on the Standard Geographical Classification (SGC) 2021 as delineated in the 2021 Census."
2,"A census metropolitan area (CMA) or a census agglomeration (CA) is formed by one or more adjacent municipalities centred on a population centre (known as the core). A CMA must have a total population of at least 100,000, based on data from the current Census of Population Program, of which 50,000 or more must live in the core based on adjusted data from the previous Census of Population Program. A CA must have a core population of at least 10,000 also based on data from the previous Census of Population Program. To be included in the CMA or CA, other adjacent municipalities must have a high degree of integration with the core, as measured by commuting flows derived from data on place of work from the previous Census Program. If the population of the core of a CA falls below 10,000, the CA is retired from the next census. However, once an area becomes a CMA, it is retained as a CMA even if its total population declines below 100,000 or the population of its core falls below 50,000. All areas inside the CMA or CA that are not population centres are rural areas. When a CA has a core of at least 50,000, based on data from the previous Census of Population, it is subdivided into census tracts. Census tracts are maintained for the CA even if the population of the core subsequently falls below 50,000. All CMAs are subdivided into census tracts (2021 Census Dictionary, catalogue number 98-301-X2021001)."
3,"An area outside census metropolitan areas and census agglomerations is made up of all areas (within a province or territory) unallocated to a census metropolitan area (CMA) or census agglomeration (CA)."
4,"Postcensal estimates are based on the latest census counts adjusted for census net undercoverage (including adjustment for incompletely enumerated reserves and settlements) and for the estimated population growth that occurred since that census. Intercensal estimates are based on postcensal estimates and census counts adjusted of the censuses preceding and following the year in consideration."
5,"Population estimates as of July 1 are final intercensal up to 2020, final postcensal for 2021, updated postcensal for 2022 to 2024, and preliminary postcensal for 2025."
6,"Age on July 1."
7,"The population growth, which is used to calculate population estimates of census metropolitan areas and census agglomerations (table 17100148), is comprised of the components of population growth (table 17100149)."
8,"This table replaces table 17100135."

"Correction ID","Correction Date","Correction Note"
