"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Single and multiple residential property owners: Demographic data and value of properties owned, inactive","46100038",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=4610003801",1;2;20;21;36,"ARCHIVED -  a cube publicly available but no longer being updated","Occasional","2018-01-01","2022-01-01","5",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",2,""
"2","Owner-occupied property type",4,""
"3","Number of residential properties owned",8,""
"4","Sex of property owner",,""
"5","Estimates",21,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Clare, Municipal district","[1203001]","20","4","",,
"1","Clark's Harbour, Town","[1201004]","21","4","",,
"1","Colchester, Subd. A, Subdivision of county municipality","[1210012]","22","4","",,
"1","Cumberland, Subd. A, Subdivision of county municipality","[1211001]","25","4","",,
"1","Cumberland, Subd. B, Subdivision of county municipality","[1211006]","26","4","",,
"1","Cumberland, Subd. C, Subdivision of county municipality","[1211009]","27","4","",,
"1","Cumberland, Subd. D, Subdivision of county municipality","[1211014]","28","4","",,
"1","Digby, Municipal district","[1203004]","29","4","",,
"1","Digby, Town","[1203006]","30","4","",,
"1","East Hants, Municipal district","[1208008]","31","4","",,
"1","Guysborough, Municipal district","[1213004]","32","4","",,
"1","Inverness, Subd. A, Subdivision of county municipality","[1215011]","33","4","",,
"1","Inverness, Subd. B, Subdivision of county municipality","[1215006]","34","4","",,
"1","Inverness, Subd. C, Subdivision of county municipality","[1215001]","35","4","",,
"1","Kings, Subd. A, Subdivision of county municipality","[1207001]","37","4","",,
"1","Kings, Subd. D, Subdivision of county municipality","[1207021]","40","4","",,
"1","Lockeport, Town","[1201009]","41","4","",,
"1","Lunenburg, Municipal district","[1206001]","42","4","",,
"1","Lunenburg, Town","[1206006]","43","4","",,
"1","Mahone Bay, Town","[1206008]","44","4","",,
"1","Middleton, Town","[1205016]","45","4","",,
"1","Mulgrave, Town","[1213008]","46","4","",,
"1","Amherst, Town","[1211011]","5","4","",,
"1","Annapolis Royal, Town","[1205008]","6","4","",,
"1","Annapolis, Subd. A, Subdivision of county municipality","[1205004]","7","4","",,
"1","Annapolis, Subd. B, Subdivision of county municipality","[1205009]","8","4","",,
"1","Annapolis, Subd. C, Subdivision of county municipality","[1205014]","9","4","",,
"1","Arnprior, Census agglomeration (CA)","[507]","1109","74","",,
"1","Brockville, Census agglomeration (CA)","[512]","1110","74","",,
"1","Carleton Place, Census agglomeration (CA)","[509]","1111","74","",,
"1","Centre Wellington, Census agglomeration (CA)","[531]","1112","74","",,
"1","Chatham-Kent, Census agglomeration (CA)","[556]","1113","74","",,
"1","Cobourg, Census agglomeration (CA)","[527]","1114","74","",,
"1","Collingwood, Census agglomeration (CA)","[567]","1115","74","",,
"1","Cornwall, Census agglomeration (CA)","[501]","1116","74","",,
"1","Elliot Lake, Census agglomeration (CA)","[582]","1117","74","",,
"1","Hawkesbury (Ontario part), Census agglomeration (CA) – provincial part","[35502]","1118","74","",,
"1","Ingersoll, Census agglomeration (CA)","[533]","1119","74","",,
"1","Kawartha Lakes, Census agglomeration (CA)","[530]","1120","74","",,
"1","Kenora, Census agglomeration (CA)","[598]","1121","74","",,
"1","Leamington, Census agglomeration (CA)","[557]","1122","74","",,
"1","Midland, Census agglomeration (CA)","[571]","1123","74","",,
"1","Norfolk, Census agglomeration (CA)","[547]","1124","74","",,
"1","North Bay, Census agglomeration (CA)","[575]","1125","74","",,
"1","Orillia, Census agglomeration (CA)","[569]","1126","74","",,
"1","Owen Sound, Census agglomeration (CA)","[566]","1127","74","",,
"1","Pembroke, Census agglomeration (CA)","[515]","1128","74","",,
"1","Petawawa, Census agglomeration (CA)","[516]","1129","74","",,
"1","Port Hope, Census agglomeration (CA)","[528]","1130","74","",,
"1","Sarnia, Census agglomeration (CA)","[562]","1131","74","",,
"1","Sault Ste. Marie, Census agglomeration (CA)","[590]","1132","74","",,
"1","Stratford, Census agglomeration (CA)","[553]","1133","74","",,
"1","Tillsonburg, Census agglomeration (CA)","[546]","1134","74","",,
"1","Timmins, Census agglomeration (CA)","[586]","1135","74","",,
"1","Wasaga Beach, Census agglomeration (CA)","[565]","1136","74","",,
"1","Woodstock, Census agglomeration (CA)","[544]","1137","74","",,
"1","St. Catharines - Niagara, Census metropolitan area (CMA)","[539]","134","74","",,
"1","Thunder Bay, Census metropolitan area (CMA)","[595]","145","74","",,
"1","Toronto, Census metropolitan area (CMA)","[535]","153","74","",,
"1","Windsor, Census metropolitan area (CMA)","[559]","177","74","",,
"1","Outside of census metropolitan areas (CMAs) and census agglomerations (CAs), Ontario","","183","74","",,
"1","Barrie, Census metropolitan area (CMA)","[568]","75","74","",,
"1","Belleville, Census metropolitan area (CMA)","[522]","79","74","",,
"1","Brantford, Census metropolitan area (CMA)","[543]","84","74","",,
"1","Greater Sudbury, Census metropolitan area (CMA)","[580]","87","74","",,
"1","Guelph, Census metropolitan area (CMA)","[550]","90","74","",,
"1","Hamilton, Census metropolitan area (CMA)","[537]","94","74","",,
"1","Kingston, Census metropolitan area (CMA)","[521]","98","74","",,
"1","Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)","[541]","103","74","",,
"1","London, Census metropolitan area (CMA)","[555]","110","74","",,
"1","Oshawa, Census metropolitan area (CMA)","[532]","119","74","",,
"1","Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA) – provincial part","[35505]","123","74","",,
"1","Peterborough, Census metropolitan area (CMA)","[529]","128","74","",,
"1","Barrie, City","[3543042]","76","75","",,
"1","Innisfil, Town","[3543017]","77","75","",,
"1","Springwater, Township","[3543009]","78","75","",,
"1","Belleville, City","[3512005]","80","79","",,
"1","Quinte West, City","[3512015]","81","79","",,
"1","Stirling-Rawdon, Township","[3512020]","82","79","",,
"1","Tyendinaga, Township","[3512001]","83","79","",,
"1","Brant, City","[3529005]","85","84","",,
"1","Brantford, City","[3529006]","86","84","",,
"1","Greater Sudbury, City","[3553005]","88","87","",,
"1","Markstay-Warren, Municipality","[3552013]","89","87","",,
"1","Guelph, City","[3523008]","91","90","",,
"1","Guelph/Eramosa, Township","[3523009]","92","90","",,
"1","Puslinch, Township","[3523001]","93","90","",,
"1","Burlington, City","[3524002]","95","94","",,
"1","Grimsby, Town","[3526065]","96","94","",,
"1","Hamilton, City","[3525005]","97","94","",,
"1","Frontenac Islands, Township","[3510005]","99","98","",,
"1","Kingston, City","[3510010]","100","98","",,
"1","Loyalist, Township","[3511005]","101","98","",,
"1","South Frontenac, Township","[3510020]","102","98","",,
"1","Cambridge, City","[3530010]","104","103","",,
"1","Kitchener, City","[3530013]","105","103","",,
"1","North Dumfries, Township","[3530004]","106","103","",,
"1","Waterloo, City","[3530016]","107","103","",,
"1","Wilmot, Township","[3530020]","108","103","",,
"1","Woolwich, Township","[3530035]","109","103","",,
"1","Adelaide-Metcalfe, Township","[3539047]","111","110","",,
"1","Central Elgin, Municipality","[3534020]","112","110","",,
"1","London, City","[3539036]","113","110","",,
"1","Middlesex Centre, Municipality","[3539033]","114","110","",,
"1","Southwold, Township","[3534024]","115","110","",,
"1","St. Thomas, City","[3534021]","116","110","",,
"1","Strathroy-Caradoc, Municipality","[3539015]","117","110","",,
"1","Thames Centre, Municipality","[3539027]","118","110","",,
"1","Clarington, Municipality","[3518017]","120","119","",,
"1","Oshawa, City","[3518013]","121","119","",,
"1","Whitby, Town","[3518009]","122","119","",,
"1","Clarence-Rockland, City","[3502036]","124","123","",,
"1","North Grenville, Municipality","[3507065]","125","123","",,
"1","Ottawa, City","[3506008]","126","123","",,
"1","Russell, Township","[3502048]","127","123","",,
"1","Cavan Monaghan, Township","[3515013]","129","128","",,
"1","Douro-Dummer, Township","[3515023]","130","128","",,
"1","Otonabee-South Monaghan, Township","[3515005]","131","128","",,
"1","Peterborough, City","[3515014]","132","128","",,
"1","Selwyn, Township","[3515015]","133","128","",,
"1","Fort Erie, Town","[3526003]","135","134","",,
"1","Lincoln, Town","[3526057]","136","134","",,
"1","Niagara Falls, City","[3526043]","137","134","",,
"1","Niagara-on-the-Lake, Town","[3526047]","138","134","",,
"1","Pelham, Town","[3526028]","139","134","",,
"1","Port Colborne, City","[3526011]","140","134","",,
"1","St. Catharines, City","[3526053]","141","134","",,
"1","Thorold, City","[3526037]","142","134","",,
"1","Wainfleet, Township","[3526014]","143","134","",,
"1","Welland, City","[3526032]","144","134","",,
"1","Conmee, Township","[3558019]","146","145","",,
"1","Gillies, Township","[3558012]","147","145","",,
"1","Neebing, Municipality","[3558001]","148","145","",,
"1","O'Connor, Township","[3558016]","149","145","",,
"1","Oliver Paipoonge, Municipality","[3558011]","150","145","",,
"1","Shuniah, Municipality","[3558028]","151","145","",,
"1","Thunder Bay, City","[3558004]","152","145","",,
"1","Ajax, Town","[3518005]","154","153","",,
"1","Aurora, Town","[3519046]","155","153","",,
"1","Bradford West Gwillimbury, Town","[3543014]","156","153","",,
"1","Brampton, City","[3521010]","157","153","",,
"1","Caledon, Town","[3521024]","158","153","",,
"1","East Gwillimbury, Town","[3519054]","159","153","",,
"1","Georgina, Town","[3519070]","160","153","",,
"1","Halton Hills, Town","[3524015]","161","153","",,
"1","King, Township","[3519049]","162","153","",,
"1","Markham, City","[3519036]","163","153","",,
"1","Milton, Town","[3524009]","164","153","",,
"1","Mississauga, City","[3521005]","165","153","",,
"1","Mono, Town","[3522012]","166","153","",,
"1","New Tecumseth, Town","[3543007]","167","153","",,
"1","Newmarket, Town","[3519048]","168","153","",,
"1","Oakville, Town","[3524001]","169","153","",,
"1","Orangeville, Town","[3522014]","170","153","",,
"1","Pickering, City","[3518001]","171","153","",,
"1","Richmond Hill, Town","[3519038]","172","153","",,
"1","Toronto, City","[3520005]","173","153","",,
"1","Uxbridge, Township","[3518029]","174","153","",,
"1","Vaughan, City","[3519028]","175","153","",,
"1","Whitchurch-Stouffville, Town","[3519044]","176","153","",,
"1","Amherstburg, Town","[3537028]","178","177","",,
"1","Lakeshore, Town","[3537064]","179","177","",,
"1","LaSalle, Town","[3537034]","180","177","",,
"1","Tecumseh, Town","[3537048]","181","177","",,
"1","Windsor, City","[3537039]","182","177","",,
"1","Leeds and the Thousand Islands, Township","[3507021]","351","183","",,
"1","Limerick, Township","[3512051]","352","183","",,
"1","Lucan Biddulph, Township","[3539060]","353","183","",,
"1","Machar, Township","[3549054]","355","183","",,
"1","Machin, Municipality","[3560021]","356","183","",,
"1","Madawaska Valley, Township","[3547030]","357","183","",,
"1","Madoc, Township","[3512036]","358","183","",,
"1","Magnetawan, Municipality","[3549043]","359","183","",,
"1","Malahide, Township","[3534010]","360","183","",,
"1","Manitoulin, Unorganized, West Part, Unorganized","[3551094]","361","183","",,
"1","Manitouwadge, Township","[3558066]","362","183","",,
"1","Mapleton, Township","[3523033]","363","183","",,
"1","Marathon, Town","[3558059]","364","183","",,
"1","Marmora and Lake, Municipality","[3512046]","365","183","",,
"1","Matachewan, Township","[3554056]","366","183","",,
"1","Mattawa, Town","[3548021]","367","183","",,
"1","Mattawan, Township","[3548019]","368","183","",,
"1","Mattice-Val Côté, Township","[3556077]","369","183","",,
"1","McDougall, Municipality","[3549031]","370","183","",,
"1","McGarry, Township","[3554058]","371","183","",,
"1","McKellar, Township","[3549028]","372","183","",,
"1","McMurrich/Monteith, Township","[3549012]","373","183","",,
"1","Meaford, Municipality","[3542047]","375","183","",,
"1","Melancthon, Township","[3522019]","376","183","",,
"1","Merrickville-Wolford, Village","[3507052]","377","183","",,
"1","Minden Hills, Township","[3546015]","379","183","",,
"1","Minto, Town","[3523043]","380","183","",,
"1","Montague, Township","[3509001]","382","183","",,
"1","Moonbeam, Township","[3556056]","383","183","",,
"1","Moosonee, Town","[3556106]","384","183","",,
"1","Morley, Township","[3559031]","385","183","",,
"1","Morris-Turnberry, Municipality","[3540050]","386","183","",,
"1","Mulmur, Township","[3522016]","387","183","",,
"1","Muskoka Lakes, Township","[3544053]","388","183","",,
"1","Nairn and Hyman, Township","[3552031]","389","183","",,
"1","Newbury, Village","[3539002]","390","183","",,
"1","Nipigon, Township","[3558044]","391","183","",,
"1","North Algona Wilberforce, Township","[3547070]","395","183","",,
"1","North Dundas, Township","[3501030]","397","183","",,
"1","North Frontenac, Township","[3510045]","398","183","",,
"1","North Glengarry, Township","[3501050]","399","183","",,
"1","North Huron, Township","[3540055]","400","183","",,
"1","North Kawartha, Township","[3515037]","401","183","",,
"1","North Middlesex, Municipality","[3539041]","402","183","",,
"1","North Perth, Municipality","[3531040]","403","183","",,
"1","North Stormont, Township","[3501042]","404","183","",,
"1","Northeastern Manitoulin and the Islands, Municipality","[3551017]","405","183","",,
"1","Northern Bruce Peninsula, Municipality","[3541069]","406","183","",,
"1","Norwich, Township","[3532002]","407","183","",,
"1","Oil Springs, Village","[3538018]","408","183","",,
"1","Opasatika, Township","[3556073]","409","183","",,
"1","Oro-Medonte, Township","[3543023]","411","183","",,
"1","Papineau-Cameron, Township","[3548013]","413","183","",,
"1","Parry Sound, Town","[3549032]","414","183","",,
"1","Parry Sound, Unorganized, Centre Part, Unorganized","[3549096]","415","183","",,
"1","Pelee, Township","[3537001]","416","183","",,
"1","Perry, Township","[3549014]","419","183","",,
"1","Perth, Town","[3509021]","420","183","",,
"1","Perth East, Township","[3531030]","421","183","",,
"1","Perth South, Township","[3531013]","422","183","",,
"1","Petrolia, Town","[3538019]","424","183","",,
"1","Pickle Lake, Township","[3560049]","425","183","",,
"1","Plummer Additional, Township","[3557019]","426","183","",,
"1","Prescott, Town","[3507008]","431","183","",,
"1","Prince Edward County, City","[3513020]","433","183","",,
"1","Rainy River, Town","[3559042]","434","183","",,
"1","Rainy River, Unorganized, Unorganized","[3559090]","435","183","",,
"1","Ramara, Township","[3543019]","436","183","",,
"1","Red Lake, Municipality","[3560042]","437","183","",,
"1","Red Rock, Township","[3558041]","438","183","",,
"1","Renfrew, Town","[3547048]","439","183","",,
"1","Rideau Lakes, Township","[3507040]","440","183","",,
"1","Ryerson, Township","[3549024]","441","183","",,
"1","Sables-Spanish Rivers, Township","[3552023]","442","183","",,
"1","Saugeen Shores, Town","[3541045]","444","183","",,
"1","Schreiber, Township","[3558051]","446","183","",,
"1","Scugog, Township","[3518020]","447","183","",,
"1","Seguin, Township","[3549003]","448","183","",,
"1","Severn, Township","[3543015]","449","183","",,
"1","Shelburne, Town","[3522021]","450","183","",,
"1","Sioux Lookout, Municipality","[3560034]","451","183","",,
"1","Sioux Narrows-Nestor Falls, Township","[3560008]","452","183","",,
"1","Smiths Falls, Town","[3509004]","453","183","",,
"1","Smooth Rock Falls, Town","[3556048]","454","183","",,
"1","South Algonquin, Township","[3548001]","455","183","",,
"1","South Bruce, Municipality","[3541004]","456","183","",,
"1","South Bruce Peninsula, Town","[3541055]","457","183","",,
"1","South Dundas, Municipality","[3501020]","458","183","",,
"1","South Glengarry, Township","[3501005]","459","183","",,
"1","South Huron, Municipality","[3540005]","460","183","",,
"1","South River, Village","[3549056]","461","183","",,
"1","Southgate, Township","[3542005]","463","183","",,
"1","Southwest Middlesex, Municipality","[3539005]","464","183","",,
"1","South-West Oxford, Township","[3532012]","465","183","",,
"1","Spanish, Town","[3557039]","466","183","",,
"1","St. Joseph, Township","[3557008]","468","183","",,
"1","St. Marys, Town","[3531016]","469","183","",,
"1","St.-Charles, Municipality","[3552004]","470","183","",,
"1","Stone Mills, Township","[3511030]","471","183","",,
"1","Strong, Township","[3549046]","473","183","",,
"1","Sudbury, Unorganized, North Part, Unorganized","[3552093]","474","183","",,
"1","Sundridge, Village","[3549048]","475","183","",,
"1","Tarbutt and Tarbutt Additional, Township","[3557014]","476","183","",,
"1","Tay Valley, Township","[3509015]","478","183","",,
"1","Tehkummah, Township","[3551001]","479","183","",,
"1","Temagami, Municipality","[3548069]","480","183","",,
"1","Temiskaming Shores, City","[3554020]","481","183","",,
"1","Terrace Bay, Township","[3558054]","482","183","",,
"1","The Archipelago, Township","[3549005]","483","183","",,
"1","The Blue Mountains, Town","[3542045]","484","183","",,
"1","The Nation, Municipality","[3502025]","485","183","",,
"1","The North Shore, Township","[3557040]","486","183","",,
"1","Thessalon, Town","[3557028]","487","183","",,
"1","Thornloe, Village","[3554038]","488","183","",,
"1","Thunder Bay, Unorganized, Unorganized","[3558090]","489","183","",,
"1","Timiskaming, Unorganized, West Part, Unorganized","[3554094]","491","183","",,
"1","Tiny, Township","[3543068]","493","183","",,
"1","Trent Hills, Municipality","[3514045]","494","183","",,
"1","Trent Lakes, Municipality","[3515044]","495","183","",,
"1","Tudor and Cashel, Township","[3512048]","496","183","",,
"1","Tweed, Municipality","[3512030]","497","183","",,
"1","Val Rita-Harty, Township","[3556070]","498","183","",,
"1","Warwick, Township","[3538043]","499","183","",,
"1","Wawa, Municipality","[3557076]","501","183","",,
"1","Wellesley, Township","[3530027]","502","183","",,
"1","Wellington North, Township","[3523050]","503","183","",,
"1","West Elgin, Municipality","[3534042]","504","183","",,
"1","West Grey, Municipality","[3542004]","505","183","",,
"1","West Lincoln, Township","[3526021]","506","183","",,
"1","West Nipissing, Municipality","[3548055]","507","183","",,
"1","West Perth, Municipality","[3531025]","508","183","",,
"1","Westport, Village","[3507033]","509","183","",,
"1","White River, Township","[3557091]","510","183","",,
"1","Whitestone, Municipality","[3549039]","511","183","",,
"1","Whitewater Region, Township","[3547056]","512","183","",,
"1","Wollaston, Township","[3512054]","513","183","",,
"1","Zorra, Township","[3532027]","515","183","",,
"1","Fauquier-Strickland, Township","[3556052]","283","183","",,
"1","Fort Frances, Town","[3559012]","284","183","",,
"1","French River, Municipality","[3552001]","285","183","",,
"1","Front of Yonge, Township","[3507017]","286","183","",,
"1","Gananoque, Town","[3507024]","287","183","",,
"1","Gauthier, Township","[3554066]","288","183","",,
"1","Georgian Bay, Township","[3544065]","289","183","",,
"1","Goderich, Town","[3540028]","291","183","",,
"1","Gordon/Barrie Island, Municipality","[3551027]","292","183","",,
"1","Gore Bay, Town","[3551026]","293","183","",,
"1","Grand Valley, Town","[3522010]","294","183","",,
"1","Gravenhurst, Town","[3544002]","295","183","",,
"1","Greater Madawaska, Township","[3547008]","296","183","",,
"1","Greater Napanee, Town","[3511015]","297","183","",,
"1","Greenstone, Municipality","[3558075]","298","183","",,
"1","Grey Highlands, Municipality","[3542015]","299","183","",,
"1","Haldimand County, City","[3528018]","300","183","",,
"1","Hamilton, Township","[3514019]","301","183","",,
"1","Hanover, Town","[3542029]","302","183","",,
"1","Harley, Township","[3554026]","303","183","",,
"1","Harris, Township","[3554014]","304","183","",,
"1","Hastings Highlands, Municipality","[3512076]","305","183","",,
"1","Havelock-Belmont-Methuen, Township","[3515030]","306","183","",,
"1","Head, Clara and Maria, Township","[3547098]","308","183","",,
"1","Hearst, Town","[3556076]","309","183","",,
"1","Highlands East, Municipality","[3546005]","310","183","",,
"1","Hilliard, Township","[3554034]","311","183","",,
"1","Hilton, Township","[3557004]","312","183","",,
"1","Hilton Beach, Village","[3557006]","313","183","",,
"1","Hornepayne, Township","[3557096]","314","183","",,
"1","Horton, Township","[3547046]","315","183","",,
"1","Howick, Township","[3540046]","316","183","",,
"1","Hudson, Township","[3554021]","317","183","",,
"1","Huntsville, Town","[3544042]","318","183","",,
"1","Huron East, Municipality","[3540040]","319","183","",,
"1","Huron Shores, Municipality","[3557035]","320","183","",,
"1","Huron-Kinloss, Township","[3541015]","321","183","",,
"1","Ignace, Township","[3560001]","322","183","",,
"1","Iroquois Falls, Town","[3556031]","324","183","",,
"1","James, Township","[3554042]","325","183","",,
"1","Jocelyn, Township","[3557001]","326","183","",,
"1","Johnson, Township","[3557016]","327","183","",,
"1","Joly, Township","[3549051]","328","183","",,
"1","Kapuskasing, Town","[3556066]","329","183","",,
"1","Kearney, Town","[3549018]","331","183","",,
"1","Kenora, Unorganized, Unorganized","[3560090]","333","183","",,
"1","Kerns, Township","[3554024]","334","183","",,
"1","Killaloe, Hagarty and Richards, Township","[3547033]","335","183","",,
"1","Killarney, Municipality","[3552036]","336","183","",,
"1","Kincardine, Municipality","[3541024]","337","183","",,
"1","Kirkland Lake, Town","[3554068]","339","183","",,
"1","La Vallee, Township","[3559016]","340","183","",,
"1","Lake of Bays, Township","[3544027]","342","183","",,
"1","Lake of the Woods, Township","[3559047]","343","183","",,
"1","Lambton Shores, Municipality","[3538040]","344","183","",,
"1","Lanark Highlands, Township","[3509039]","345","183","",,
"1","Larder Lake, Township","[3554062]","346","183","",,
"1","Latchford, Town","[3554006]","347","183","",,
"1","Laurentian Hills, Town","[3547090]","348","183","",,
"1","Algoma, Unorganized, South East Part, Unorganized","[3557094]","1138","183","",,
"1","Cochrane, Unorganized, South East Part, Unorganized","[3556098]","1139","183","",,
"1","Cochrane, Unorganized, South West Part, Unorganized","[3556091]","1140","183","",,
"1","Lansdowne House, Indian Settlement","[3560081]","1141","183","",,
"1","McDowell Lake, Indian Settlement","[3560102]","1142","183","",,
"1","Nipissing, Unorganized, South Part, Unorganized","[3548091]","1143","183","",,
"1","Parry Sound, Unorganized, North East Part, Unorganized","[3549095]","1144","183","",,
"1","Peawanuck, Indian Settlement","[3560091]","1145","183","",,
"1","Slate Falls, Indian Settlement","[3560046]","1146","183","",,
"1","Summer Beaver, Indian Settlement","[3560086]","1147","183","",,
"1","Timiskaming, Unorganized, East Part, Unorganized","[3554091]","1148","183","",,
"1","Dutton/Dunwich, Municipality","[3534030]","264","183","",,
"1","Dysart et al, Municipality","[3546024]","265","183","",,
"1","Ear Falls, Township","[3560032]","266","183","",,
"1","East Garafraxa, Township","[3522001]","268","183","",,
"1","East Hawkesbury, Township","[3502001]","269","183","",,
"1","East Zorra-Tavistock, Township","[3532038]","270","183","",,
"1","Edwardsburgh/Cardinal, Township","[3507004]","271","183","",,
"1","Addington Highlands, Township","[3511035]","184","183","",,
"1","Adjala-Tosorontio, Township","[3543003]","185","183","",,
"1","Admaston/Bromley, Township","[3547043]","186","183","",,
"1","Alberton, Township","[3559011]","187","183","",,
"1","Alfred and Plantagenet, Township","[3502023]","188","183","",,
"1","Algoma, Unorganized, North Part, Unorganized","[3557095]","189","183","",,
"1","Algonquin Highlands, Township","[3546018]","190","183","",,
"1","Alnwick/Haldimand, Township","[3514024]","191","183","",,
"1","Amaranth, Township","[3522008]","192","183","",,
"1","Armour, Township","[3549019]","193","183","",,
"1","Armstrong, Township","[3554036]","194","183","",,
"1","Arran-Elderslie, Municipality","[3541043]","196","183","",,
"1","Ashfield-Colborne-Wawanosh, Township","[3540063]","197","183","",,
"1","Asphodel-Norwood, Township","[3515003]","198","183","",,
"1","Assiginack, Township","[3551011]","199","183","",,
"1","Athens, Township","[3507042]","200","183","",,
"1","Atikokan, Town","[3559001]","201","183","",,
"1","Aylmer, Town","[3534011]","203","183","",,
"1","Baldwin, Township","[3552028]","204","183","",,
"1","Bancroft, Town","[3512061]","205","183","",,
"1","Bayham, Municipality","[3534005]","206","183","",,
"1","Billings, Township","[3551021]","208","183","",,
"1","Black River-Matheson, Township","[3556014]","209","183","",,
"1","Blandford-Blenheim, Township","[3532045]","210","183","",,
"1","Blind River, Town","[3557038]","211","183","",,
"1","Bluewater, Municipality","[3540010]","212","183","",,
"1","Bonnechere Valley, Township","[3547035]","214","183","",,
"1","Bracebridge, Town","[3544018]","215","183","",,
"1","Brethour, Township","[3554032]","216","183","",,
"1","Brighton, Municipality","[3514004]","217","183","",,
"1","Brock, Township","[3518039]","218","183","",,
"1","Brockton, Municipality","[3541032]","219","183","",,
"1","Brooke-Alvinston, Municipality","[3538015]","221","183","",,
"1","Bruce Mines, Town","[3557021]","222","183","",,
"1","Brudenell, Lyndoch and Raglan, Township","[3547020]","223","183","",,
"1","Burk's Falls, Village","[3549022]","224","183","",,
"1","Burpee and Mills, Township","[3551028]","225","183","",,
"1","Calvin, Municipality","[3548022]","227","183","",,
"1","Carling, Township","[3549036]","229","183","",,
"1","Carlow/Mayo, Township","[3512065]","230","183","",,
"1","Casey, Township","[3554029]","231","183","",,
"1","Casselman, Village","[3502044]","232","183","",,
"1","Central Frontenac, Township","[3510035]","233","183","",,
"1","Central Huron, Municipality","[3540025]","234","183","",,
"1","Central Manitoulin, Municipality","[3551006]","235","183","",,
"1","Centre Hastings, Municipality","[3512026]","236","183","",,
"1","Chamberlain, Township","[3554054]","238","183","",,
"1","Champlain, Township","[3502010]","239","183","",,
"1","Chapleau, Township","[3552092]","240","183","",,
"1","Chapple, Township","[3559024]","241","183","",,
"1","Charlton and Dack, Municipality","[3554044]","242","183","",,
"1","Chatsworth, Township","[3542037]","244","183","",,
"1","Clearview, Township","[3543005]","246","183","",,
"1","Cobalt, Town","[3554008]","247","183","",,
"1","Cochrane, Town","[3556042]","249","183","",,
